date,title,abstract
2017-03-22,BRIEF-GE sets industrial unit 2017 operating profit target of $17.2 bln,* General Electric Co - to set an industrial operating profit target of $17.2 billion for 2017
2017-03-22,BRIEF-Trian comments on GE framework,* Trian Fund Management -changes to GE executive management team's existing compensation packages is positive for shareholders
2017-03-27,BRIEF-Noble Corp announces partnership with GE,* Noble Corporation-announces partnership with GE to collaborate on advanced data analytics system for offshore drilling rigs
2017-03-29,GE sole bidder for $2 bln Nigeria rail concession -procurement adviser,"ABUJA, March 29 A consortium led by General Electric submitted the only bid for a Nigerian railway concession project worth around $2 billion for two lines connecting northern cities to others in the south, a procurement process adviser said on Wednesday."
2017-04-04,BRIEF-GE selected by Lincoln Clean Energy and I Squared Capital for Texas Wind Project,"* Lincoln Clean Energy - announced financing of Willow Springs project, a 250 megawatt wind farm in Haskell County, Texas Source text for Eikon: Further company coverage:"
2017-04-05,"UPDATE 2-Boeing forms venture group, invests in two tech startups","SEATTLE, April 5 Boeing Co said on Wednesday it had launched a venture capital arm and invested in two tech startups, a fresh sign of the importance big companies see in keeping up with rapidly evolving technology for designing and making products."
2017-04-13,"CORRECTED-In win for Boeing and GE, Trump says he wants to revive export bank","WASHINGTON, April 12 President Donald Trump plans to revive the hobbled Export-Import Bank of the United States, his office said, a victory for American manufacturers like Boeing Co and General Electric Co which have overseas customers that use the agency's government-backed loans to purchase their products."
2017-04-13,"In win for Boeing and GE, Trump says he wants to revive export bank","WASHINGTON President Donald Trump plans to revive the hobbled Export-Import Bank of the United States, his office said, a victory for American manufacturers like Boeing Co  and General Electric Co  which have overseas customers that use the agency's government-backed loans to purchase their products."
2017-04-17,"Edison, GE unveil new battery systems at California gas plants",April 17 A major California utility and General Electric Co on Monday unveiled a first-of-its-kind battery storage system that will enable instant power output from a natural gas peaking plant to accommodate the state's changing electricity needs while decreasing greenhouse gas emissions.
2017-04-21,"UPDATE 4-GE shares fall on cash, business worries though profit beats","NEW YORK, April 21 General Electric Co reported quarterly sales and adjusted earnings results that beat analysts estimates on Friday, but its shares fell on concerns about some of its industrial businesses and its cash outflow."
2017-04-21,"ABB, Schneider Electric bid for General Electric unit: sources","European engineering groups ABB Ltd  and Schneider Electric SE  are competing for General Electric Co's  industrial solutions division, which could fetch as much as $3 billion, according to people familiar with the matter."
2017-04-21,"ABB, Schneider Electric bid for General Electric unit -sources","April 21 European engineering groups ABB Ltd and Schneider Electric SE are competing for General Electric Co's industrial solutions division, which could fetch as much as $3 billion, according to people familiar with the matter."
2017-04-21,General electric CEO says 'we see global growth accelerating',NEW YORK The head of General Electric said on Friday that the global economy is picking up speed even though the natural resources sector remains slow.
2017-04-21,"General electric CEO says ""we see global growth accelerating""","NEW YORK, April 21 The head of General Electric said on Friday that the global economy is picking up speed even though the natural resources sector remains slow."
2017-04-21,GE revenue falls 1 percent,"April 21 General Electric Co reported a 1 percent decline in quarterly revenue on Friday, hurt by lower sales in its oil and gas and lighting businesses."
2017-04-21,BRIEF-General Electric reports Q1 continuing operations EPS (GAAP) of $0.10,"* Says reaffirm 2017 operating framework for industrial operating + verticals EPS, organic revenue growth and industrial operating margin expansion"
2017-04-24,"GE beefs up additive manufacturing, scouts for acquisitions","HANOVER, Germany General Electric is beefing up its additive manufacturing business with an investment of more than 100 million euros  ($109 million) in Germany and continues to be alert for acquisition opportunities, the head of the business said."
2017-04-24,"GE beefs up additive manufacturing, scouts for acquisitions","HANOVER, Germany, April 24 General Electric is beefing up its additive manufacturing business with an investment of more than 100 million euros  ($109 million) in Germany and continues to be alert for acquisition opportunities, the head of the business said."
2017-04-24,GE Power division nears $3 bln services deal in Algeria -source,"NEW YORK, April 24 GE Power, a division of General Electric Co, is close to signing a services deal with a subsidiary of Algerian utility Sonelgaz SpA valued at more than $3 billion, likely the largest such agreement ever for GE, according to a person familiar with the matter."
2017-04-26,UPDATE 1-GE fixing bug in software after warning about power grid hacks,April 26 General Electric Co said on Wednesday it is fixing a bug in software used to control the flow of electricity in a utility's power systems after researchers found that hackers could shut down parts of an electric grid.
2017-04-26,Airbus reaches 35 A320neo deliveries for 2017 -sources,"PARIS, April 26 Airbus has delivered 35 A320neo aircraft so far this year, industry sources said on Tuesday, bringing to 103 the number of upgraded medium-haul jets placed in service since deliveries began in January last year."
2017-04-26,GE fixes bug in power software as researchers warn of grid hacks,April 26 General Electric Co said on Wednesday it is fixing a bug in equipment used in electric power systems after three New York University researchers said they identified a vulnerability that could be exploited to shut down parts of the electric grid.
2017-04-28,General Electric wins $670 mln aircraft engine maintenance contract- Pentagon,"WASHINGTON, April 28 General Electric Co has been awarded a $670.7 million logistics contract for repair and support of F/A-18 and EA-18 aircraft engines, the Pentagon said on Friday."
2017-05-04,Exclusive: Iran in talks with UK over jetliner export funding,"PARIS Iran is in talks with Britain's export credit agency to facilitate the financing of aircraft sales to state airline IranAir as part of its pact with world powers to lift sanctions over its nuclear program, a senior Iranian official said."
2017-05-10,Fitch Rates GE's Planned Euro Notes 'AA-'; Outlook Stable,"(The following statement was released by the rating agency) CHICAGO, May 10 (Fitch) Fitch Ratings has assigned a rating of 'AA-' to General Electric Company's (GE) planned issuance of euro-denominated fixed-rate senior unsecured notes with a mix of maturities. Proceeds will be used to fund acquisitions and/or repay $4 billion of 5.25% notes scheduled to mature in December 2017. Any remaining proceeds will be used for general corporate purposes. A full rating list appears at the end of this relea"
2017-05-10,Nigeria to start talks with General Electric over railway contract -minister,"ABUJA, May 10 Nigeria will enter negotiations with General Electric over a railway project in the West African country, transport minister Rotimi Amaechi said on Wednesday."
2017-05-11,"UPDATE 2-Safran begins Boeing engine checks, shares fall",* CFM aims to deliver as close as possible to 500 LEAP engines
2017-05-12,"UPDATE 3-In blow to Trump, GE backs NAFTA and voices support for Mexico","MONTERREY, Mexico, May 12 General Electric on Friday praised Mexico as a big part of its future and said the company is ""very supportive"" of the North American Free Trade Agreement (NAFTA) that U.S President Donald Trump has threatened to ditch."
2017-05-12,"GE's Immelt bets big on digital factories, shareholders are wary","GROVE CITY, Penn. At a General Electric Co  factory in this rural town, Keith Spahn, 60, used to take measurements of parts from railroad locomotives that are in for repair by hand. | Video"
2017-05-12,EU mergers and takeovers (May 12),"BRUSSELS, May 12 The following are mergers under review by the European Commission and a brief guide to the EU merger process:"
2017-05-12,"RPT-GE's Immelt bets big on digital factories, shareholders are wary","GROVE CITY, Penn., May 12 At a General Electric Co factory in this rural town, Keith Spahn, 60, used to take measurements of parts from railroad locomotives that are in for repair by hand."
2017-05-12,"RPT--GE's Immelt bets big on digital factories, shareholders are wary","GROVE CITY, Penn., May 12 At a General Electric Co factory in this rural town, Keith Spahn, 60, used to take measurements of parts from railroad locomotives that are in for repair by hand."
2017-05-12,General Electric wins Mexico deal for two gigawatt power projects,"MEXICO CITY General Electric has won a contract to supply two new gigawatts of power in Mexico, centering on the installation of four 7HA gas turbines, the company said on Thursday."
2017-05-12,General Electric wins Mexico deal for 2 gigawatt power projects,"MEXICO CITY, May 11 General Electric has won a contract to supply two new gigawatts of power in Mexico, centering on the installation of four 7HA gas turbines, the company said on Thursday."
